ID,Year_Birth,Education,Marital_Status,Income,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Z_CostContact,Z_Revenue,Response,Recency_scaled,Income_scaled,Total_Spending,Total_Spending_scaled,Total_Purchases,Total_Purchases_scaled,Total_Campaign_Response,Cluster
2541,1976,2,0.38571428571428573,24027.0,1,0,09-06-2013,7,14,7,11,11,0,5,2,2,0,3,8,0,0,0,0,0,0,3,11,0,-1.4542545081048857,-1.3055247320883208,48,-0.9267636785917517,5,-1.0464602672040522,0,0
1142,1953,4,0.38571428571428573,55707.0,0,1,22-12-2013,91,208,7,82,30,66,35,2,3,2,9,3,0,0,0,0,0,0,3,11,0,1.4466999392316133,0.17444635669824807,428,-0.2956807631587432,14,0.20270867091743688,0,0
2276,1955,2,0.21428571428571427,57959.0,0,1,02-05-2013,71,430,16,322,43,24,33,5,4,7,11,3,0,0,0,0,0,0,3,11,0,0.7559964993895899,0.27965137222688924,868,0.43504682313210874,22,1.3130810603587604,0,1
2807,1969,2,0.38571428571428573,56796.0,0,1,16-02-2013,24,656,38,161,62,47,37,3,8,9,7,7,0,0,0,0,0,0,3,11,0,-0.8671565842391655,0.22532036287528637,1001,0.6559258435336618,24,1.5906741577190913,0,1
6471,1971,3,0.21428571428571427,36230.0,1,0,17-10-2013,17,14,2,30,8,2,3,1,2,0,4,5,0,0,0,0,0,0,3,11,0,-1.1089027881838738,-0.7354462220989741,59,-0.9084954889344804,6,-0.9076637185238866,0,0
6131,1980,5,0.38571428571428573,70829.0,1,1,01-12-2013,87,141,70,106,72,19,23,2,4,2,8,3,0,0,0,0,0,0,3,11,0,1.3085592512632087,0.8808896270464328,431,-0.290698529615851,14,0.20270867091743688,0,1
6233,1976,2,0.38571428571428573,65991.0,0,1,07-09-2012,21,507,19,364,25,47,9,3,9,5,10,7,0,0,0,0,0,0,3,11,0,-0.970762100215469,0.654876365444494,971,0.60610350810474,24,1.5906741577190913,0,1
4148,1972,2,0.38571428571428573,38988.0,1,2,20-08-2012,90,164,24,103,12,3,42,7,5,1,6,8,0,0,0,0,0,0,3,11,0,1.4121647672395123,-0.6066027794577697,348,-0.42854032430253447,12,-0.07488442644289399,0,0
4947,1966,5,0.21428571428571427,89572.0,0,0,15-09-2012,44,606,24,974,197,194,64,1,7,7,9,4,0,1,0,1,0,0,3,11,1,-0.17645314439714196,1.7564924716527037,2059,2.412993539660301,23,1.4518776090389258,3,1
3225,1984,3,0.38571428571428573,42207.0,1,0,01-04-2013,71,116,11,72,3,17,46,4,4,1,5,6,1,0,0,0,0,0,3,11,1,0.7559964993895899,-0.4562231413642102,265,-0.5663821189892179,10,-0.3524775238032249,2,0
7540,1952,2,0.38571428571428573,50300.0,0,1,25-05-2014,52,143,15,60,24,23,5,2,2,1,8,2,0,0,0,0,0,0,3,11,0,0.09982823153966747,-0.07814845634054543,270,-0.5580783964177309,11,-0.21368097512305942,0,0
10648,1982,5,0.25892857142857145,66664.0,0,0,25-09-2012,78,398,96,447,220,96,32,1,5,7,6,3,0,0,0,0,0,0,3,11,0,0.9977427033342982,0.6863164078293855,1289,1.1342202636513103,18,0.7578948656380986,0,1
1992,1964,2,0.38571428571428573,60597.0,0,1,01-01-2014,2,522,0,257,32,16,66,4,2,2,8,7,0,0,0,1,0,0,3,11,1,-1.6269303680653915,0.4028888637742052,893,0.47656543598954354,12,-0.07488442644289399,2,1
7851,1949,2,0.034375,70165.0,0,0,22-09-2013,60,161,0,253,199,191,122,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0.37610960747647687,0.849870030993583,926,0.5313700049613574,21,1.174284511678595,0,1
8594,1958,4,0.034375,50520.0,0,1,28-01-2014,25,112,0,6,2,1,14,2,3,1,3,6,0,0,0,0,0,0,3,11,0,-0.8326214122470643,-0.06787087933508314,135,-0.7822789058478787,7,-0.7688671698437212,0,0
7059,1963,2,0.38571428571428573,80124.0,0,0,26-06-2014,47,483,84,398,205,84,241,1,3,7,8,1,1,0,0,0,0,0,3,11,0,-0.07284762842083842,1.3151172555272144,1495,1.4763336335965729,18,0.7578948656380986,1,1
2815,1975,2,0.38571428571428573,33183.0,1,0,24-02-2014,46,7,5,39,17,15,37,2,4,0,3,7,0,0,0,0,0,0,3,11,0,-0.1073828004129396,-0.8777906636246268,120,-0.8071900735623395,7,-0.7688671698437212,0,0
2416,1969,4,0.21428571428571427,66582.0,0,0,03-03-2014,83,789,25,420,16,38,0,1,2,8,9,1,0,0,0,0,0,0,3,11,0,1.170418563294804,0.682485674581895,1288,1.1325595191370128,19,0.896691414318264,0,1
7999,1955,4,0.25892857142857145,75261.0,0,0,23-04-2013,17,1239,17,413,23,34,17,1,5,6,5,2,0,1,1,0,0,0,3,11,1,-1.1089027881838738,1.087936087447382,1743,1.8881982731423257,16,0.48030176827776777,3,1
9213,1970,2,0.034375,31880.0,1,0,31-10-2012,13,4,1,5,2,0,3,1,1,0,2,8,0,0,0,0,0,0,3,11,0,-1.2470434761522784,-0.938661949252433,15,-0.9815682475635656,3,-1.324053364564383,0,0
9697,1951,2,0.38571428571428573,53790.0,0,2,06-03-2014,86,335,42,127,28,5,5,3,7,2,8,6,0,0,0,0,0,0,3,11,0,1.2740240792711075,0.08489128797337898,542,-0.10635588852884065,17,0.6190983169579332,0,1
3916,1971,4,0.25892857142857145,49269.0,1,0,15-08-2012,92,639,8,166,11,8,58,3,7,3,12,7,0,0,0,0,0,0,3,11,0,1.4812351112237145,-0.12631291948887094,890,0.47158320244665136,22,1.3130810603587604,0,1
2021,1975,2,0.38571428571428573,61456.0,0,1,27-03-2013,47,563,76,384,84,192,89,4,6,10,13,4,0,0,0,0,0,0,3,11,0,-0.07284762842083842,0.44301813035462384,1388,1.298633970566752,29,2.2846569011199183,0,1
1581,1980,2,0.38571428571428573,37406.0,1,0,10-10-2013,18,2,0,8,2,2,3,1,1,0,2,8,0,0,0,0,0,0,3,11,1,-1.0743676161917726,-0.6805079013788667,17,-0.9782467585349708,3,-1.324053364564383,1,0
564,1981,4,0.25892857142857145,56937.0,1,0,04-08-2012,81,746,8,125,11,8,8,7,8,6,9,6,0,1,0,0,0,0,3,11,1,1.1013482193106017,0.23190735541060536,906,0.4981551146754096,23,1.4518776090389258,2,1
6619,1978,2,0.38571428571428573,38415.0,1,1,02-01-2013,91,22,1,13,4,0,4,2,1,0,3,7,0,0,0,0,0,0,3,11,0,1.4466999392316133,-0.6333711959310874,44,-0.9334066566489413,4,-1.1852568158842176,0,0
9081,1988,2,0.21428571428571427,20518.0,1,0,18-05-2014,58,4,1,6,4,1,9,1,1,1,2,5,0,0,0,0,0,0,3,11,0,0.30703926349227456,-1.4694520853254442,25,-0.9649608024205917,4,-1.1852568158842176,0,0
178,1956,2,0.38571428571428573,62503.0,0,1,18-02-2013,40,478,0,193,110,75,117,4,8,3,11,5,0,0,0,0,0,0,3,11,0,-0.31459383236554667,0.49193005364880116,973,0.6094249971333348,22,1.3130810603587604,0,1
916,1972,4,0.21428571428571427,41644.0,1,1,09-05-2014,67,20,3,4,2,0,2,2,1,0,3,3,0,0,0,0,0,0,3,11,0,0.6178558114211852,-0.48252439524637053,31,-0.9549963353348073,4,-1.1852568158842176,0,0
5512,1977,3,0.38571428571428573,55842.0,0,1,23-05-2014,19,451,0,39,0,4,24,1,7,1,8,5,0,0,0,0,0,0,3,11,0,-1.0398324441996714,0.18075305167887265,518,-0.14621375687197802,16,0.48030176827776777,0,1
8970,1972,4,0.38571428571428573,62010.0,0,1,23-10-2012,93,371,22,39,6,0,92,4,6,2,7,5,0,0,0,0,0,0,3,11,0,1.5157702832158158,0.46889893790474246,530,-0.12628482270040933,15,0.3415052195976023,0,1
10581,1977,2,0.38571428571428573,41124.0,1,0,31-10-2012,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,3,11,0,-0.2800586603734455,-0.5068168499865541,506,-0.1661426910435467,14,0.20270867091743688,0,0
5300,1973,3,0.38571428571428573,38961.0,1,0,30-12-2013,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,3,11,0,0.37610960747647687,-0.6078641184538947,70,-0.8902272992772091,5,-1.0464602672040522,0,0
5154,1972,3,0.10357142857142858,37760.0,1,0,11-08-2013,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,3,11,0,0.16889857552386983,-0.6639703456518956,54,-0.9167992115059673,5,-1.0464602672040522,0,0
8346,1974,2,0.21428571428571427,32233.0,1,0,19-08-2012,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,3,11,1,-0.7980862402549632,-0.9221711097845776,296,-0.5148990390459988,10,-0.3524775238032249,2,0
1676,1975,2,0.38571428571428573,43057.0,0,1,30-10-2013,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,3,11,0,-0.6599455522865585,-0.41651432111583325,266,-0.5647213744749205,11,-0.21368097512305942,0,0
9286,1960,3,0.25892857142857145,83151.0,0,0,10-10-2012,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,3,11,0,1.5157702832158158,1.4565273718705523,747,0.23409673690212449,18,0.7578948656380986,0,1
2426,1964,4,0.10357142857142858,78825.0,0,0,14-09-2012,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,3,11,1,-0.48726969232605255,1.254432834935871,895,0.4798869250181383,28,2.1458603524397533,1,1
5172,1976,3,0.25892857142857145,65104.0,0,1,14-11-2013,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,3,11,0,-1.557860024081189,0.6134390436088347,1053,0.742284558277126,15,0.3415052195976023,0,1
5562,1974,2,0.38571428571428573,60093.0,0,1,26-06-2013,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,3,11,0,1.4812351112237145,0.3793438691798734,735,0.21416780273055577,19,0.896691414318264,0,1
3436,1969,2,0.38571428571428573,14045.0,1,0,26-01-2014,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,3,11,0,-0.8671565842391655,-1.771846430581614,20,-0.9732645249920786,4,-1.1852568158842176,0,0
3921,1952,5,0.034375,28457.0,0,0,28-10-2012,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,3,11,0,1.6193757991921194,-1.098571704205603,205,-0.6660267898470613,9,-0.4912740724833903,0,0
3403,1958,4,0.25892857142857145,78952.0,0,1,24-09-2012,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,3,11,0,-1.3161138201364808,1.2603657998435698,2092,2.467798108632115,19,0.896691414318264,0,1
22,1976,2,0.10357142857142858,46310.0,1,0,03-12-2012,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,3,11,0,1.7229813151684228,-0.26454633021233864,309,-0.4933093603601327,12,-0.07488442644289399,0,0
10965,1955,2,0.25892857142857145,76005.0,0,0,22-02-2013,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,3,11,0,0.790531671381691,1.1226929842294908,1722,1.8533226383420804,21,1.174284511678595,1,1
9426,1964,3,0.21428571428571427,58308.0,0,1,12-01-2013,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,3,11,0,0.9632075313421969,0.2959553466582817,900,0.48819064758962527,11,-0.21368097512305942,0,1
6605,1944,4,0.10357142857142858,55614.0,0,0,27-11-2013,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,3,11,0,1.2394889072790063,0.17010174460048447,682,0.12614834347279408,19,0.896691414318264,1,1
3136,1962,3,0.10357142857142858,59432.0,0,1,13-04-2013,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,3,11,0,1.34309442325531,0.3484644219043708,663,0.09459419770114365,19,0.896691414318264,0,1
8737,1978,2,0.10357142857142858,55563.0,0,1,05-04-2014,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,3,11,0,-0.9362269282233678,0.16771921538558182,43,-0.9350674011632386,5,-1.0464602672040522,0,0
11088,1971,4,0.25892857142857145,78642.0,0,1,21-04-2013,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,3,11,0,1.170418563294804,1.245883759517691,1816,2.009432622686035,17,0.6190983169579332,0,1
716,1949,4,0.25892857142857145,67911.0,0,1,22-05-2014,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,3,11,0,0.47971512345278045,0.7445715829467103,976,0.6144072306762269,24,1.5906741577190913,0,1
466,1944,2,0.38571428571428573,65275.0,0,0,03-04-2013,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,3,11,0,-1.3851841641206832,0.6214275239176259,746,0.23243599238782708,20,1.0354879629984295,0,1
9135,1950,2,0.25892857142857145,27203.0,1,1,06-08-2012,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,3,11,0,1.4812351112237145,-1.157153893136738,64,-0.9001917663629935,4,-1.1852568158842176,0,0
10623,1961,3,0.25892857142857145,48330.0,0,1,15-11-2013,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,3,11,0,-1.6269303680653915,-0.1701794867985486,32,-0.95333559082051,4,-1.1852568158842176,0,0
8151,1990,1,0.38571428571428573,24279.0,0,0,29-12-2012,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,3,11,0,-1.4887896800969866,-1.2937522347911548,263,-0.5697036080178127,8,-0.6300706211635557,0,0
5140,1985,4,0.38571428571428573,64355.0,1,0,24-08-2012,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,3,11,0,0.583320639429084,0.5784485655311473,1445,1.3932964078817032,19,0.896691414318264,0,1
10160,1956,3,0.25892857142857145,50943.0,0,1,21-06-2013,49,31,0,7,2,0,6,1,1,0,3,5,0,0,0,0,0,0,3,11,0,-0.0037772844366360664,-0.04810990172912612,46,-0.9300851676203464,4,-1.1852568158842176,0,0
4945,1953,2,0.034375,53653.0,0,0,07-11-2012,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,3,11,0,-0.6944807242786596,0.07849116047452293,1210,1.0030214470218164,26,1.8682672550794222,0,1
10584,1976,2,0.38571428571428573,65665.0,0,1,02-12-2013,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,3,11,0,0.9632075313421969,0.6396468649727636,945,0.5629241507330078,23,1.4518776090389258,0,1
6071,1989,2,0.21428571428571427,81217.0,0,0,19-07-2013,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,3,11,0,0.9632075313421969,1.3661781267407156,1157,0.9150019877640547,21,1.174284511678595,0,1
3386,1992,2,0.38571428571428573,34935.0,0,0,21-06-2013,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,3,11,0,0.7559964993895899,-0.7959437776538545,137,-0.7789574168192839,7,-0.7688671698437212,0,0
8939,1959,2,0.10357142857142858,61250.0,0,1,16-12-2012,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,3,11,0,-0.0037772844366360664,0.43339458097678185,730,0.20586408015906882,19,0.896691414318264,0,1
9925,1981,4,0.25892857142857145,39665.0,1,0,25-05-2013,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,3,11,0,1.6539109711842206,-0.5749758720364153,216,-0.64775860018979,9,-0.4912740724833903,1,0
4320,1979,2,0.21428571428571427,60152.0,0,1,28-03-2013,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,3,11,0,-1.4887896800969866,0.3821001284677019,943,0.5596026617044131,22,1.3130810603587604,0,1
5389,1964,2,0.38571428571428573,48920.0,0,2,20-10-2013,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,3,11,0,1.5157702832158158,-0.1426168939202634,347,-0.43020106881683184,13,0.06391212223727145,1,0
6036,1959,3,0.25892857142857145,89120.0,0,0,17-03-2014,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,3,11,0,0.9977427033342982,1.7353767225323902,1924,2.1887930302301535,18,0.7578948656380986,1,1
182,1946,4,0.25892857142857145,44124.0,0,1,11-05-2013,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,3,11,0,0.44517995146067924,-0.36666807263934115,397,-0.3471638431019623,13,0.06391212223727145,0,0
203,1975,3,0.21428571428571427,81169.0,0,0,14-04-2013,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,3,11,0,-0.07284762842083842,1.36393574630316,2089,2.462815875089223,21,1.174284511678595,0,1
11025,1961,2,0.38571428571428573,36443.0,1,1,03-02-2013,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,3,11,0,-1.3851841641206832,-0.725495658907322,138,-0.7772966723049866,7,-0.7688671698437212,0,0
10203,1990,2,0.21428571428571427,26095.0,1,0,30-06-2013,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,3,11,0,0.9632075313421969,-1.2089155082369754,42,-0.936728145677536,4,-1.1852568158842176,0,0
4607,1959,2,0.25892857142857145,71367.0,0,0,23-08-2013,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,3,11,0,-0.8671565842391655,0.9060229744506997,777,0.2839190723310462,16,0.48030176827776777,0,1
3711,1944,3,0.38571428571428573,80184.0,0,0,01-03-2014,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,3,11,0,-1.0398324441996714,1.3179202310741585,1902,2.1522566509156107,19,0.896691414318264,2,1
3696,1965,2,0.10357142857142858,30630.0,1,1,27-01-2014,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,3,11,0,0.6178558114211852,-0.997057273147105,52,-0.9201207005345622,5,-1.0464602672040522,0,0
2532,1987,3,0.21428571428571427,73454.0,0,0,01-03-2014,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,3,11,0,1.5848406272000182,1.0035198072252443,1651,1.7354097778269657,12,-0.07488442644289399,1,1
9214,1991,2,0.38571428571428573,42691.0,0,0,16-08-2013,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,3,11,0,-0.03831245642873724,-0.4336124719521932,358,-0.41193287915956056,12,-0.07488442644289399,0,0
4943,1953,2,0.38571428571428573,70503.0,0,0,30-09-2012,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,3,11,0,0.8250668433737922,0.8656601265747024,1727,1.8616263609135675,15,0.3415052195976023,2,1
35,1987,2,0.38571428571428573,25545.0,1,0,08-09-2012,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,3,11,1,-0.48726969232605255,-1.2346094507506309,210,-0.6577230672755744,7,-0.7688671698437212,1,0
2258,1986,2,0.38571428571428573,32880.0,1,0,04-12-2012,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,3,11,0,0.9286723593500957,-0.8919456901366953,42,-0.936728145677536,4,-1.1852568158842176,0,0
4322,1958,4,0.25892857142857145,77863.0,0,0,27-11-2013,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,3,11,0,-1.0052972722075701,1.2094917936665315,1291,1.137541752679905,19,0.896691414318264,0,1
713,1977,3,0.38571428571428573,50353.0,0,0,08-06-2014,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,3,11,0,0.790531671381691,-0.07567249460741132,442,-0.27243033995857974,14,0.20270867091743688,0,0
4702,1964,2,0.21428571428571427,61839.0,0,0,12-08-2012,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,3,11,0,-1.0052972722075701,0.46091045759595134,1895,2.1406314393155292,16,0.48030176827776777,0,1
3281,1960,4,0.38571428571428573,49154.0,1,1,03-11-2013,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,3,11,0,0.6869261554053875,-0.13168528928718076,411,-0.32391341990179884,13,0.06391212223727145,0,0
702,1975,5,0.034375,47682.0,0,1,15-02-2013,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,3,11,0,1.0668130473185005,-0.2004516227055466,521,-0.14123152332908584,15,0.3415052195976023,0,0
2004,1969,2,0.21428571428571427,72679.0,0,1,18-09-2013,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,3,11,0,0.5487854674369828,0.9673147064105475,1168,0.933270177421326,16,0.48030176827776777,0,1
4769,1977,3,0.25892857142857145,57954.0,1,1,18-06-2014,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,3,11,0,0.09982823153966747,0.2794177909313106,493,-0.1877323697294128,16,0.48030176827776777,1,1
4437,1962,2,0.38571428571428573,65316.0,1,1,24-04-2013,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,3,11,0,0.5487854674369828,0.6233428905413712,260,-0.5746858415607049,10,-0.3524775238032249,0,0
8724,1982,2,0.21428571428571427,28567.0,1,0,17-06-2013,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,3,11,0,0.27250409150017335,-1.0934329157028717,46,-0.9300851676203464,5,-1.0464602672040522,0,0
10741,1951,3,0.25892857142857145,47352.0,0,1,11-04-2013,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,3,11,0,0.7214613273974887,-0.21586798821374,319,-0.47670191521715877,12,-0.07488442644289399,0,0
1991,1967,2,0.25892857142857145,44931.0,0,1,18-01-2014,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,3,11,0,-1.696000712049594,-0.3289680515329409,96,-0.8470479419054769,6,-0.9076637185238866,0,0
6931,1967,2,0.10357142857142858,76982.0,0,0,15-02-2014,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,3,11,1,-1.0398324441996714,1.1683347693855666,1062,0.7572312589058026,15,0.3415052195976023,2,1
11096,1952,5,0.25892857142857145,57247.0,0,1,08-08-2013,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,3,11,0,0.030757887555465113,0.24638939573648405,232,-0.6211866879610318,10,-0.3524775238032249,0,0
304,1981,3,0.21428571428571427,22944.0,1,0,23-12-2013,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,3,11,0,0.6178558114211852,-1.3561184407106646,76,-0.8802628321914248,6,-0.9076637185238866,0,0
3665,1977,5,0.25892857142857145,25315.0,1,0,07-11-2013,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,3,11,0,-0.1073828004129396,-1.2453541903472507,54,-0.9167992115059673,6,-0.9076637185238866,0,0
10591,1969,2,0.034375,43638.0,0,1,06-08-2012,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,3,11,0,-0.4181993483418502,-0.38937217456958967,201,-0.6726697679042509,9,-0.4912740724833903,0,0
5036,1984,4,0.21428571428571427,42710.0,1,0,28-11-2012,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,3,11,0,-0.38366417634974903,-0.4327248630289942,406,-0.33221714247328576,12,-0.07488442644289399,0,0
5547,1982,4,0.38571428571428573,84169.0,0,0,07-08-2013,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,3,11,1,-1.3851841641206832,1.504084523650373,1919,2.1804893076586667,19,0.896691414318264,3,1
7822,1976,2,0.25892857142857145,54058.0,0,1,04-06-2013,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,3,11,0,0.2379689195080722,0.09741124541639667,662,0.09293345318684626,18,0.7578948656380986,0,1
8541,1990,5,0.38571428571428573,24683.0,1,0,08-03-2014,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,3,11,0,1.6884461431763216,-1.2748788661083967,41,-0.9383888901918335,6,-0.9076637185238866,0,0
10955,1964,2,0.034375,85620.0,0,0,07-01-2014,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,3,11,1,0.6523909834132863,1.5718698156273083,1600,1.650711807597799,13,0.06391212223727145,1,1
4368,1980,2,0.38571428571428573,47850.0,1,0,03-12-2013,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,3,11,0,0.790531671381691,-0.19260329117410266,134,-0.783939650362176,7,-0.7688671698437212,0,0
9671,1968,2,0.38571428571428573,19514.0,1,1,26-01-2014,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,3,11,1,-0.07284762842083842,-1.5163552094776447,69,-0.8918880437915065,6,-0.9076637185238866,2,0
2256,1973,3,0.38571428571428573,27159.0,1,1,29-03-2014,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,3,11,0,-0.556340036310255,-1.1592094085378304,21,-0.9716037804777813,4,-1.1852568158842176,0,0
4279,1963,5,0.21428571428571427,39548.0,1,1,31-03-2014,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,3,11,0,1.3085592512632087,-0.5804416743529567,54,-0.9167992115059673,5,-1.0464602672040522,0,0
5371,1989,2,0.21428571428571427,21474.0,1,0,08-04-2014,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,3,11,1,-1.696000712049594,-1.424791341610799,91,-0.8553516644769639,6,-0.9076637185238866,2,0
9240,1971,4,0.21428571428571427,60504.0,0,1,07-02-2014,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,3,11,0,0.8250668433737922,0.3985442516764416,526,-0.13292780075759889,16,0.48030176827776777,0,1
9460,1963,2,0.38571428571428573,22419.0,0,0,18-04-2013,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,3,11,0,0.8596020153658934,-1.380644476746427,162,-0.7374388039618491,7,-0.7688671698437212,0,0
9504,1949,3,0.38571428571428573,81698.0,0,0,06-11-2013,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,3,11,1,-1.557860024081189,1.3886486473753854,1008,0.6675510551337435,24,1.5906741577190913,1,1
8692,1952,2,0.25892857142857145,43462.0,1,1,12-09-2012,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,3,11,0,0.030757887555465113,-0.3975942361739595,240,-0.6079007318466527,10,-0.3524775238032249,0,0
448,1978,4,0.21428571428571427,54880.0,1,0,01-03-2013,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,3,11,0,0.27250409150017335,0.13581201040953303,795,0.31381247358839925,19,0.896691414318264,0,1
8314,1982,2,0.38571428571428573,79908.0,0,0,05-04-2013,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,3,11,0,-0.6599455522865585,1.305026543558215,1772,1.9363598640569502,18,0.7578948656380986,1,1
8420,1970,5,0.38571428571428573,15315.0,0,0,03-08-2013,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,3,11,0,-0.763551068262862,-1.7125167815046272,64,-0.9001917663629935,6,-0.9076637185238866,0,0
3174,1959,2,0.25892857142857145,87771.0,0,1,22-05-2013,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,3,11,1,0.4106447794685781,1.67235648898526,1957,2.2435975992019674,19,0.896691414318264,5,1
7685,1978,2,0.38571428571428573,33039.0,1,0,09-09-2013,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,3,11,0,-1.557860024081189,-0.884517804937293,78,-0.87694134316283,6,-0.9076637185238866,0,0
3179,1980,2,0.21428571428571427,81741.0,0,0,16-06-2013,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,3,11,0,0.8941371873579945,1.390657446517362,1572,1.604210961197472,19,0.896691414318264,0,1
